bncc_indice,bncc_codigo,bncc_objetivo,curriculo_indice,curriculo_codigo,similaridade,nota_corte_usada
9,(EF02CO02),"(EF02CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, construídos como sequências com repetições simples (iterações definidas) com base em instruções preestabelecidas ou criadas, analisando como a precisão da instrução impacta na execução do algoritmo.",522,(EF15LP12),0.76961046,0.7999999999999998
10,(EF02CO03),(EF02CO03) Identificar que máquinas diferentes executam conjuntos próprios de instruções e que podem ser usadas para definir algoritmos.,910,(EF05LP23),0.6442827,0.6399999999999997
10,(EF02CO03),(EF02CO03) Identificar que máquinas diferentes executam conjuntos próprios de instruções e que podem ser usadas para definir algoritmos.,955,(EF05MA25),0.64298487,0.6399999999999997
10,(EF02CO03),(EF02CO03) Identificar que máquinas diferentes executam conjuntos próprios de instruções e que podem ser usadas para definir algoritmos.,410,(EF03CI01),0.60646826,0.6399999999999997
11,(EF02CO04),(EF02CO04) Diferenciar componentes físicos (hardware) e programas que fornecem as instruções (software) para o hardware.,569,(EF03MA02),0.6027413,0.5999999999999996
11,(EF02CO04),(EF02CO04) Diferenciar componentes físicos (hardware) e programas que fornecem as instruções (software) para o hardware.,777,(EF04MA03),0.6010628,0.5999999999999996
11,(EF02CO04),(EF02CO04) Diferenciar componentes físicos (hardware) e programas que fornecem as instruções (software) para o hardware.,277,(EF02LP04),0.57826054,0.5999999999999996
12,(EF02CO05),(EF02CO05) Reconhecer as características e usos das tecnologias computacionais no cotidiano dentro e fora da escola.,756,(EF04LP16),0.63062906,0.6299999999999997
12,(EF02CO05),(EF02CO05) Reconhecer as características e usos das tecnologias computacionais no cotidiano dentro e fora da escola.,234,(EF12EF01P2),0.5869432,0.6299999999999997
12,(EF02CO05),(EF02CO05) Reconhecer as características e usos das tecnologias computacionais no cotidiano dentro e fora da escola.,816,(EF15AR05P5),0.5710728,0.6299999999999997
13,(EF02CO06),(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,753,(EF04LP24),0.60534585,0.5999999999999996
13,(EF02CO06),(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,259,(EF02HI05),0.5614811,0.5999999999999996
13,(EF02CO06),(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,21,(EF01CI07ME),0.543,0.5999999999999996
14,(EF03CO01),"(EF03CO01) Associar os valores 'verdadeiro' e 'falso' a sentenças lógicas que dizem respeito a situações do dia a dia, fazendo uso de termos que indicam negação.",897,(EF05LP27),0.7441182,0.7399999999999998
14,(EF03CO01),"(EF03CO01) Associar os valores 'verdadeiro' e 'falso' a sentenças lógicas que dizem respeito a situações do dia a dia, fazendo uso de termos que indicam negação.",892,(EF05LP16),0.72789407,0.7399999999999998
14,(EF03CO01),"(EF03CO01) Associar os valores 'verdadeiro' e 'falso' a sentenças lógicas que dizem respeito a situações do dia a dia, fazendo uso de termos que indicam negação.",578,(EF03MA28),0.6962333,0.7399999999999998
15,(EF03CO02),"(EF03CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples com condição (iterações indefinidas), para resolver problemas de forma independente e em colaboração.",733,(EF04LP23),0.7280284,0.7199999999999998
15,(EF03CO02),"(EF03CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples com condição (iterações indefinidas), para resolver problemas de forma independente e em colaboração.",757,(EF04LP21),0.72429335,0.7199999999999998
15,(EF03CO02),"(EF03CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples com condição (iterações indefinidas), para resolver problemas de forma independente e em colaboração.",566,(EF03MA24),0.7058936,0.7199999999999998
16,(EF03CO03),"(EF03CO03) Aplicar a estratégia de decomposição para resolver problemas complexos, dividindo esse problema em partes menores, resolvendo-as e combinando suas soluções.",166,(EF01MA08),0.78299904,0.7799999999999998
16,(EF03CO03),"(EF03CO03) Aplicar a estratégia de decomposição para resolver problemas complexos, dividindo esse problema em partes menores, resolvendo-as e combinando suas soluções.",347,(EF02MA06),0.7486129,0.7799999999999998
17,(EF03CO04),(EF03CO04) Relacionar o conceito de informação com o de dado.,486,(EF03LP24),0.6279785,0.6199999999999997
17,(EF03CO04),(EF03CO04) Relacionar o conceito de informação com o de dado.,261,(EF02HI08),0.5846883,0.6199999999999997
17,(EF03CO04),(EF03CO04) Relacionar o conceito de informação com o de dado.,225,(EF02CI07),0.5582019,0.6199999999999997
18,(EF03CO05),(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,806,(EF04MA10),0.6957983,0.6899999999999997
18,(EF03CO05),(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,967,(EF05MA05),0.6864858,0.6899999999999997
18,(EF03CO05),(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,329,(EF12LP16),0.6667532,0.6899999999999997
19,(EF03CO06),"(EF03CO06) Reconhecer que, para um computador realizar tarefas, ele se comunica com o mundo exterior com o uso de interfaces físicas (dispositivos de entrada e saída).",270,(EF02LP23),0.63638693,0.6299999999999997
19,(EF03CO06),"(EF03CO06) Reconhecer que, para um computador realizar tarefas, ele se comunica com o mundo exterior com o uso de interfaces físicas (dispositivos de entrada e saída).",266,(EF02LP24),0.6026771,0.6299999999999997
20,(EF03CO07),(EF03CO07) Utilizar diferentes navegadores e ferramentas de busca para pesquisar e acessar informações.,747,(EF04LP14),0.661611,0.6599999999999997
20,(EF03CO07),(EF03CO07) Utilizar diferentes navegadores e ferramentas de busca para pesquisar e acessar informações.,447,(EF03HI09),0.60207176,0.6599999999999997
20,(EF03CO07),(EF03CO07) Utilizar diferentes navegadores e ferramentas de busca para pesquisar e acessar informações.,761,(EF04CI10),0.60060674,0.6599999999999997
21,(EF03CO08),(EF03CO08) Usar ferramentas computacionais em situações didáticas para se expressar em diferentes formatos digitais.,463,(EF35LP17),0.644487,0.6399999999999997
21,(EF03CO08),(EF03CO08) Usar ferramentas computacionais em situações didáticas para se expressar em diferentes formatos digitais.,186,(EF12LP02A),0.6207106,0.6399999999999997
22,(EF03CO09),(EF03CO09) Reconhecer o potencial impacto do compartilhamento de informações pessoais ou de seus pares em meio digital.,891,(EF05LP15),0.65474516,0.6499999999999997
22,(EF03CO09),(EF03CO09) Reconhecer o potencial impacto do compartilhamento de informações pessoais ou de seus pares em meio digital.,711,(EF04LP03),0.64437973,0.6499999999999997
23,(EF04CO01),"(EF04CO01) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de matrizes que estabelecem uma organização na qual cada componente está em uma posição definida por coordenadas, fazendo manipulações simples sobre estas representações.",726,(EF04LP20),0.7505554,0.7499999999999998
23,(EF04CO01),"(EF04CO01) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de matrizes que estabelecem uma organização na qual cada componente está em uma posição definida por coordenadas, fazendo manipulações simples sobre estas representações.",907,(EF35LP04),0.7270274,0.7499999999999998
23,(EF04CO01),"(EF04CO01) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de matrizes que estabelecem uma organização na qual cada componente está em uma posição definida por coordenadas, fazendo manipulações simples sobre estas representações.",373,(EF02MA23),0.701542,0.7499999999999998
24,(EF04CO02),"(EF04CO02) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de registros que estabelecem uma organização na qual cada componente é identificado por um nome, fazendo manipulações sobre estas representações.",754,(EF35LP08),0.739933,0.7299999999999998
24,(EF04CO02),"(EF04CO02) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de registros que estabelecem uma organização na qual cada componente é identificado por um nome, fazendo manipulações sobre estas representações.",260,(EF02HI09),0.698423,0.7299999999999998
24,(EF04CO02),"(EF04CO02) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de registros que estabelecem uma organização na qual cada componente é identificado por um nome, fazendo manipulações sobre estas representações.",613,(EF04CI03),0.6683614,0.7299999999999998
25,(EF04CO03),"(EF04CO03) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples e aninhadas (iterações definidas e indefinidas), para resolver problemas de forma independente e em colaboração.",911,(EF35LP31),0.76045346,0.7599999999999998
25,(EF04CO03),"(EF04CO03) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples e aninhadas (iterações definidas e indefinidas), para resolver problemas de forma independente e em colaboração.",994,(EF15LP04),0.74746823,0.7599999999999998
26,(EF04CO04),"(EF04CO04) Entender que para guardar, manipular e transmitir dados deve-se codificá-los de alguma forma que seja compreendida pela máquina (formato digital).",470,(EF03LP23),0.6779868,0.6699999999999997
26,(EF04CO04),"(EF04CO04) Entender que para guardar, manipular e transmitir dados deve-se codificá-los de alguma forma que seja compreendida pela máquina (formato digital).",565,(EF03MA23),0.6336657,0.6699999999999997
26,(EF04CO04),"(EF04CO04) Entender que para guardar, manipular e transmitir dados deve-se codificá-los de alguma forma que seja compreendida pela máquina (formato digital).",526,(EF35LP02),0.607921,0.6699999999999997
27,(EF04CO05),"(EF04CO05) Codificar diferentes informações para representação em computador (binária, ASCII, atributos de pixel, como RGB etc.).",497,(EF03LP25),0.59675485,0.5899999999999996
27,(EF04CO05),"(EF04CO05) Codificar diferentes informações para representação em computador (binária, ASCII, atributos de pixel, como RGB etc.).",680,(EF35LP03),0.58238244,0.5899999999999996
28,(EF04CO06),"(EF04CO06) Usar diferentes ferramentas computacionais para criação de conteúdo (textos, apresentações, vídeos etc.).",318,(EF12LP05B),0.66262156,0.6599999999999997
28,(EF04CO06),"(EF04CO06) Usar diferentes ferramentas computacionais para criação de conteúdo (textos, apresentações, vídeos etc.).",133,(EF12LP08A),0.6623786,0.6599999999999997
28,(EF04CO06),"(EF04CO06) Usar diferentes ferramentas computacionais para criação de conteúdo (textos, apresentações, vídeos etc.).",834,(EF15AR25),0.6013233,0.6599999999999997
29,(EF04CO07),"(EF04CO07) Demonstrar postura ética nas atividades de coleta, transferência, guarda e uso de dados.",146,(EF01CI04),0.5809815,0.5799999999999996
29,(EF04CO07),"(EF04CO07) Demonstrar postura ética nas atividades de coleta, transferência, guarda e uso de dados.",267,(EF02LP13X),0.52729523,0.5799999999999996
29,(EF04CO07),"(EF04CO07) Demonstrar postura ética nas atividades de coleta, transferência, guarda e uso de dados.",22,(EF01CI08ME),0.52251166,0.5799999999999996
30,(EF04CO08),(EF04CO08) Reconhecer a importância de verificar a confiabilidade das fontes de informações obtidas na Internet.,906,(EF15LP02),0.62906885,0.6199999999999997
30,(EF04CO08),(EF04CO08) Reconhecer a importância de verificar a confiabilidade das fontes de informações obtidas na Internet.,272,(EF15LP03),0.6233922,0.6199999999999997
31,(EF05CO01),"(EF05CO01) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de listas que estabelecem uma organização na qual há um número variável de itens dispostos em sequência, fazendo manipulações simples sobre estas representações.",948,(EF05MA08),0.72101295,0.7199999999999998
31,(EF05CO01),"(EF05CO01) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de listas que estabelecem uma organização na qual há um número variável de itens dispostos em sequência, fazendo manipulações simples sobre estas representações.",157,(EF01MA08X),0.7178925,0.7199999999999998
31,(EF05CO01),"(EF05CO01) Reconhecer objetos do mundo real e/ou digital que podem ser representados através de listas que estabelecem uma organização na qual há um número variável de itens dispostos em sequência, fazendo manipulações simples sobre estas representações.",1029,(EF35LP30),0.70032716,0.7199999999999998
32,(EF05CO02),"(EF05CO02) Reconhecer objetos do mundo real e digital que podem ser representados através de grafos que estabelecem uma organização com uma quantidade variável de vértices conectados por arestas, fazendo manipulações simples sobre estas representações.",951,(EF05MA17),0.7114049,0.7099999999999997
32,(EF05CO02),"(EF05CO02) Reconhecer objetos do mundo real e digital que podem ser representados através de grafos que estabelecem uma organização com uma quantidade variável de vértices conectados por arestas, fazendo manipulações simples sobre estas representações.",796,(EF04MA19),0.68177164,0.7099999999999997
32,(EF05CO02),"(EF05CO02) Reconhecer objetos do mundo real e digital que podem ser representados através de grafos que estabelecem uma organização com uma quantidade variável de vértices conectados por arestas, fazendo manipulações simples sobre estas representações.",466,(EF35LP16),0.6507304,0.7099999999999997
33,(EF05CO03),"(EF05CO03) Realizar operações de negação, conjunção e disjunção sobre sentenças lógicas e valores 'verdadeiro' e 'falso'.",932,(EF05LP07),0.6586611,0.6499999999999997
33,(EF05CO03),"(EF05CO03) Realizar operações de negação, conjunção e disjunção sobre sentenças lógicas e valores 'verdadeiro' e 'falso'.",264,(EF15LP10),0.6448362,0.6499999999999997
33,(EF05CO03),"(EF05CO03) Realizar operações de negação, conjunção e disjunção sobre sentenças lógicas e valores 'verdadeiro' e 'falso'.",983,(EF02ER04),0.59052205,0.6499999999999997
34,(EF05CO04),"(EF05CO04) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências, repetições e seleções condicionais para resolver problemas de forma independente e em colaboração.",293,(EF02LP01X),0.78264296,0.7799999999999998
34,(EF05CO04),"(EF05CO04) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências, repetições e seleções condicionais para resolver problemas de forma independente e em colaboração.",937,(EF35LP07),0.7466007,0.7799999999999998
35,(EF05CO05),"(EF05CO05) Identificar os componentes principais de um computador (dispositivos de entrada/saída, processadores e armazenamento).",361,(EF02MA19),0.6661039,0.6599999999999997
35,(EF05CO05),"(EF05CO05) Identificar os componentes principais de um computador (dispositivos de entrada/saída, processadores e armazenamento).",576,(EF03MA22),0.6584791,0.6599999999999997
35,(EF05CO05),"(EF05CO05) Identificar os componentes principais de um computador (dispositivos de entrada/saída, processadores e armazenamento).",939,(EF05LP25),0.6477102,0.6599999999999997
36,(EF05CO06),(EF05CO06) Reconhecer que os dados podem ser armazenados em um dispositivo local ou remoto.,917,(EF15LP08),0.5528054,0.5499999999999996
36,(EF05CO06),(EF05CO06) Reconhecer que os dados podem ser armazenados em um dispositivo local ou remoto.,268,(EF02LP14),0.5486284,0.5499999999999996
36,(EF05CO06),(EF05CO06) Reconhecer que os dados podem ser armazenados em um dispositivo local ou remoto.,793,(EF04MA07),0.5322156,0.5499999999999996
37,(EF05CO07),(EF05CO07) Reconhecer a necessidade de um sistema operacional para a execução de programas e gerenciamento do hardware.,885,(EF05LP13),0.56125575,0.5599999999999996
37,(EF05CO07),(EF05CO07) Reconhecer a necessidade de um sistema operacional para a execução de programas e gerenciamento do hardware.,317,(EF12LP13),0.552282,0.5599999999999996
38,(EF05CO08),(EF05CO08) Acessar as informações na Internet de forma crítica para distinguir os conteúdos confiáveis de não confiáveis.,323,(EF02LP21),0.6267264,0.6199999999999997
38,(EF05CO08),(EF05CO08) Acessar as informações na Internet de forma crítica para distinguir os conteúdos confiáveis de não confiáveis.,113,(EF01LP26),0.61314434,0.6199999999999997
38,(EF05CO08),(EF05CO08) Acessar as informações na Internet de forma crítica para distinguir os conteúdos confiáveis de não confiáveis.,969,(EF05MA07),0.57350886,0.6199999999999997
39,(EF05CO09),(EF05CO09) Usar informações considerando aplicações e limites dos direitos autorais em diferentes mídias digitais.,830,(EF15AR18P5),0.58975214,0.5799999999999996
39,(EF05CO09),(EF05CO09) Usar informações considerando aplicações e limites dos direitos autorais em diferentes mídias digitais.,831,(EF15AR19P5),0.5849209,0.5799999999999996
39,(EF05CO09),(EF05CO09) Usar informações considerando aplicações e limites dos direitos autorais em diferentes mídias digitais.,265,(EF12LP06B),0.58005095,0.5799999999999996
40,(EF05CO10),(EF05CO10) Expressar-se crítica e criativamente na compreensão das mudanças tecnológicas no mundo do trabalho e sobre a evolução da sociedade.,517,(EF03LP13),0.6423576,0.6399999999999997
40,(EF05CO10),(EF05CO10) Expressar-se crítica e criativamente na compreensão das mudanças tecnológicas no mundo do trabalho e sobre a evolução da sociedade.,418,(EF35EF11P3),0.6070904,0.6399999999999997
40,(EF05CO10),(EF05CO10) Expressar-se crítica e criativamente na compreensão das mudanças tecnológicas no mundo do trabalho e sobre a evolução da sociedade.,44,(EF01ER06),0.6067385,0.6399999999999997
41,(EF05CO011),(EF05CO011) Identificar a adequação de diferentes tecnologias computacionais na resolução de problemas.,180,(EF01LP22),0.57126534,0.5699999999999996
41,(EF05CO011),(EF05CO011) Identificar a adequação de diferentes tecnologias computacionais na resolução de problemas.,997,(EF12LP02),0.5694473,0.5699999999999996
42,(EF15CO01),"(EF15CO01) Identificar as principais formas de organizar e representar a informação de maneira estruturada (matrizes, registros, listas e grafos) ou não estruturada (números, palavras, valores verdade).",109,(EF01LP11A),0.67414755,0.6699999999999997
42,(EF15CO01),"(EF15CO01) Identificar as principais formas de organizar e representar a informação de maneira estruturada (matrizes, registros, listas e grafos) ou não estruturada (números, palavras, valores verdade).",493,(EF03LP26),0.6716405,0.6699999999999997
42,(EF15CO01),"(EF15CO01) Identificar as principais formas de organizar e representar a informação de maneira estruturada (matrizes, registros, listas e grafos) ou não estruturada (números, palavras, valores verdade).",595,(EF15AR08P4),0.6166569,0.6699999999999997
43,(EF15CO02),"(EF15CO02) Construir e simular algoritmos, de forma independente ou em colaboração, que resolvam problemas simples e do cotidiano com uso de sequências, seleções condicionais e repetições de instruções.",572,(EF03MA08),0.7472389,0.7399999999999998
43,(EF15CO02),"(EF15CO02) Construir e simular algoritmos, de forma independente ou em colaboração, que resolvam problemas simples e do cotidiano com uso de sequências, seleções condicionais e repetições de instruções.",856,(EF35EF06P5),0.6983323,0.7399999999999998
43,(EF15CO02),"(EF15CO02) Construir e simular algoritmos, de forma independente ou em colaboração, que resolvam problemas simples e do cotidiano com uso de sequências, seleções condicionais e repetições de instruções.",999,(EF12LP10P2),0.68102765,0.7399999999999998
44,(EF15CO03),"(EF15CO03) Realizar operações de negação, conjunção e disjunção sobre sentenças lógicas e valores 'verdadeiro' e 'falso'.",966,(EF05MA04),0.70230365,0.6999999999999997
44,(EF15CO03),"(EF15CO03) Realizar operações de negação, conjunção e disjunção sobre sentenças lógicas e valores 'verdadeiro' e 'falso'.",971,(EF05MA12),0.68714404,0.6999999999999997
44,(EF15CO03),"(EF15CO03) Realizar operações de negação, conjunção e disjunção sobre sentenças lógicas e valores 'verdadeiro' e 'falso'.",748,(EF04LP15),0.6566354,0.6999999999999997
45,(EF15CO04),"(EF15CO04) Aplicar a estratégia de decomposição para resolver problemas complexos, dividindo esse problema em partes menores, resolvendo-as e combinando suas soluções.",785,(EF04MA25X),0.6904601,0.6899999999999997
45,(EF15CO04),"(EF15CO04) Aplicar a estratégia de decomposição para resolver problemas complexos, dividindo esse problema em partes menores, resolvendo-as e combinando suas soluções.",803,(EF04MA06),0.67833793,0.6899999999999997
45,(EF15CO04),"(EF15CO04) Aplicar a estratégia de decomposição para resolver problemas complexos, dividindo esse problema em partes menores, resolvendo-as e combinando suas soluções.",425,(EF35EF13P3),0.6289996,0.6899999999999997
46,(EF15CO05),"(EF15CO05) Codificar a informação de diferentes formas, entendendo a importância desta codificação para o armazenamento, manipulação e transmissão em dispositivos computacionais.",134,(EF12LP14A),0.6963834,0.6899999999999997
46,(EF15CO05),"(EF15CO05) Codificar a informação de diferentes formas, entendendo a importância desta codificação para o armazenamento, manipulação e transmissão em dispositivos computacionais.",935,(EF15LP05),0.67436343,0.6899999999999997
46,(EF15CO05),"(EF15CO05) Codificar a informação de diferentes formas, entendendo a importância desta codificação para o armazenamento, manipulação e transmissão em dispositivos computacionais.",957,(EF05MA02),0.67181337,0.6899999999999997
47,(EF15CO06),"(EF15CO06) Conhecer os componentes básicos de dispositivos computacionais, entendendo os princípios de seu funcionamento.",132,(EF12LP02B),0.5869694,0.5799999999999996
47,(EF15CO06),"(EF15CO06) Conhecer os componentes básicos de dispositivos computacionais, entendendo os princípios de seu funcionamento.",217,(EF15AR21P2),0.5570131,0.5799999999999996
47,(EF15CO06),"(EF15CO06) Conhecer os componentes básicos de dispositivos computacionais, entendendo os princípios de seu funcionamento.",941,(EF05CI10),0.5384471,0.5799999999999996
48,(EF15CO07),(EF15CO07) Conhecer o conceito de Sistema Operacional e sua importância na integração entre software e hardware.,528,(EF35LP05),0.58530504,0.5799999999999996
48,(EF15CO07),(EF15CO07) Conhecer o conceito de Sistema Operacional e sua importância na integração entre software e hardware.,82,(EF12LP07X),0.5581942,0.5799999999999996
48,(EF15CO07),(EF15CO07) Conhecer o conceito de Sistema Operacional e sua importância na integração entre software e hardware.,847,(EF35EF08),0.5234674,0.5799999999999996
49,(EF15CO08),"(EF15CO08) Reconhecer e utilizar tecnologias computacionais para pesquisar e acessar informações, expressar-se crítica e criativamente e resolver problemas.",472,(EF35LP15),0.67165995,0.6699999999999997
49,(EF15CO08),"(EF15CO08) Reconhecer e utilizar tecnologias computacionais para pesquisar e acessar informações, expressar-se crítica e criativamente e resolver problemas.",424,(EF35EF06P3),0.6336124,0.6699999999999997
49,(EF15CO08),"(EF15CO08) Reconhecer e utilizar tecnologias computacionais para pesquisar e acessar informações, expressar-se crítica e criativamente e resolver problemas.",839,(EF05CI05),0.60472006,0.6699999999999997
50,(EF15CO09),"(EF15CO09) Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.",20,(EF01CI03),0.69080615,0.6899999999999997
50,(EF15CO09),"(EF15CO09) Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.",838,(EF05CI04),0.6368207,0.6899999999999997
50,(EF15CO09),"(EF15CO09) Entender que as tecnologias devem ser utilizadas de maneira segura, ética e responsável, respeitando direitos autorais, de imagem e as leis vigentes.",65,(EF01HI07),0.6242936,0.6899999999999997
