bncc_indice,bncc_codigo,bncc_objetivo,curriculo_indice,curriculo_codigo,similaridade
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",18,(EI03EF04ME02),0.9698412
16,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",17,(EI03EF04ME01),0.95063543
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",17,(EI03EF04ME01),0.9999999
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",18,(EI03EF04ME02),0.964309
17,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",16,(EI03EF04),0.95063543
18,(EI03EF04ME02),"(EI03EF04ME02) Identificar personagens, cenários, trama, sequência cronológica, ação e intenção dos personagens, nas histórias contadas pelo professor.",18,(EI03EF04ME02),1.0000002
18,(EI03EF04ME02),"(EI03EF04ME02) Identificar personagens, cenários, trama, sequência cronológica, ação e intenção dos personagens, nas histórias contadas pelo professor.",16,(EI03EF04),0.9698412
18,(EI03EF04ME02),"(EI03EF04ME02) Identificar personagens, cenários, trama, sequência cronológica, ação e intenção dos personagens, nas histórias contadas pelo professor.",17,(EI03EF04ME01),0.964309
19,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",19,(EI03EF05),0.99999994
19,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",22,(EI03EF05ME03),0.9907367
19,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",21,(EI03EF05ME02),0.97483766
19,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",23,(EI03EF05ME04),0.97198427
19,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",20,(EI03EF05ME01),0.9701762
20,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,20,(EI03EF05ME01),0.9999999
20,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,21,(EI03EF05ME02),0.9857541
20,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,23,(EI03EF05ME04),0.97683585
20,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,22,(EI03EF05ME03),0.9717159
20,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,19,(EI03EF05),0.9701762
21,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escuta de relatos de colegas, professores e outras pessoas.",21,(EI03EF05ME02),1.0000001
21,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escuta de relatos de colegas, professores e outras pessoas.",20,(EI03EF05ME01),0.9857541
21,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escuta de relatos de colegas, professores e outras pessoas.",19,(EI03EF05),0.97483766
21,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escuta de relatos de colegas, professores e outras pessoas.",22,(EI03EF05ME03),0.9741782
21,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escuta de relatos de colegas, professores e outras pessoas.",23,(EI03EF05ME04),0.9716276
22,(EI03EF05ME03),"(EI03EF05ME03) Recontar histórias conhecidas ou ouvidas, reinventando os finais de histórias, tendo o professor como escriba.",22,(EI03EF05ME03),0.9999999
22,(EI03EF05ME03),"(EI03EF05ME03) Recontar histórias conhecidas ou ouvidas, reinventando os finais de histórias, tendo o professor como escriba.",19,(EI03EF05),0.9907367
22,(EI03EF05ME03),"(EI03EF05ME03) Recontar histórias conhecidas ou ouvidas, reinventando os finais de histórias, tendo o professor como escriba.",21,(EI03EF05ME02),0.9741782
22,(EI03EF05ME03),"(EI03EF05ME03) Recontar histórias conhecidas ou ouvidas, reinventando os finais de histórias, tendo o professor como escriba.",20,(EI03EF05ME01),0.9717159
22,(EI03EF05ME03),"(EI03EF05ME03) Recontar histórias conhecidas ou ouvidas, reinventando os finais de histórias, tendo o professor como escriba.",23,(EI03EF05ME04),0.9705415
23,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,23,(EI03EF05ME04),1.0
23,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,20,(EI03EF05ME01),0.97683585
23,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,19,(EI03EF05),0.97198427
23,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,21,(EI03EF05ME02),0.9716276
23,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,22,(EI03EF05ME03),0.9705415
24,(EI03EF06),"(EI03EF06) Produzir suas próprias histórias orais e escritas (escrita espontânea), em situações com função social significativa.",24,(EI03EF06),1.0000001
24,(EI03EF06),"(EI03EF06) Produzir suas próprias histórias orais e escritas (escrita espontânea), em situações com função social significativa.",27,(EI03EF06ME03),0.9722904
24,(EI03EF06),"(EI03EF06) Produzir suas próprias histórias orais e escritas (escrita espontânea), em situações com função social significativa.",25,(EI03EF06ME01),0.96824247
24,(EI03EF06),"(EI03EF06) Produzir suas próprias histórias orais e escritas (escrita espontânea), em situações com função social significativa.",26,(EI03EF06ME02),0.95842564
25,(EI03EF06ME01),"(EI03EF06ME01) Expressar vivências a partir de pesquisas, junto à família, de histórias, relatando de forma oral ou através de desenhos.",25,(EI03EF06ME01),1.0
25,(EI03EF06ME01),"(EI03EF06ME01) Expressar vivências a partir de pesquisas, junto à família, de histórias, relatando de forma oral ou através de desenhos.",24,(EI03EF06),0.96824247
25,(EI03EF06ME01),"(EI03EF06ME01) Expressar vivências a partir de pesquisas, junto à família, de histórias, relatando de forma oral ou através de desenhos.",27,(EI03EF06ME03),0.96198547
26,(EI03EF06ME02),"(EI03EF06ME02) Produzir as próprias histórias, a partir de histórias ouvidas.",26,(EI03EF06ME02),1.0000002
26,(EI03EF06ME02),"(EI03EF06ME02) Produzir as próprias histórias, a partir de histórias ouvidas.",24,(EI03EF06),0.95842564
27,(EI03EF06ME03),"(EI03EF06ME03) Vivenciar práticas de produções de escrita e de textos coletivos, com função social, tendo a professora como escriba.",27,(EI03EF06ME03),1.0000002
27,(EI03EF06ME03),"(EI03EF06ME03) Vivenciar práticas de produções de escrita e de textos coletivos, com função social, tendo a professora como escriba.",24,(EI03EF06),0.9722904
27,(EI03EF06ME03),"(EI03EF06ME03) Vivenciar práticas de produções de escrita e de textos coletivos, com função social, tendo a professora como escriba.",25,(EI03EF06ME01),0.96198547
28,(EI03EF07),"(EI03EF07) Levantar hipóteses sobre gêneros textuais veiculados em portadores conhecidos, recorrendo a estratégias de observação gráfica e/ou de leitura.",28,(EI03EF07),1.0
28,(EI03EF07),"(EI03EF07) Levantar hipóteses sobre gêneros textuais veiculados em portadores conhecidos, recorrendo a estratégias de observação gráfica e/ou de leitura.",29,(EI03EF07ME01),0.95839524
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",29,(EI03EF07ME01),1.0
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",28,(EI03EF07),0.95839524
30,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",30,(EI03EF07ME02),1.0000004
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,31,(EI03EF07ME03),0.99999976
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",32,(EI03EF08),1.0
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",33,(EI03EF08 ME01),0.9574638
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",33,(EI03EF08 ME01),1.0000001
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",32,(EI03EF08),0.9574638
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",34,(EI03EF09),0.9999999
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",37,(EI03EF09ME03),0.9848016
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",39,(EI03EF09ME05),0.96307385
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",40,(EI03EF09ME06),0.95454895
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",35,(EI03EF09ME01),1.0000001
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",36,(EI03EF09ME02),1.0000001
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",40,(EI03EF09ME06),0.9761815
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",38,(EI03EF09ME04),0.9718976
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",39,(EI03EF09ME05),0.9715407
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",43,(EI03EF09ME09),0.96691173
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",42,(EI03EF09ME08),0.95760036
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",37,(EI03EF09ME03),0.9555335
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",41,(EI03EF09ME07),0.95098007
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,37,(EI03EF09ME03),0.99999964
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,34,(EI03EF09),0.9848016
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,38,(EI03EF09ME04),0.9632485
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,40,(EI03EF09ME06),0.9621856
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,39,(EI03EF09ME05),0.9621427
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,41,(EI03EF09ME07),0.9583296
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,43,(EI03EF09ME09),0.9572147
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,36,(EI03EF09ME02),0.9555335
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",38,(EI03EF09ME04),1.0000004
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",40,(EI03EF09ME06),0.97502863
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",36,(EI03EF09ME02),0.9718976
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",43,(EI03EF09ME09),0.97085786
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",39,(EI03EF09ME05),0.96994126
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",37,(EI03EF09ME03),0.9632485
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",42,(EI03EF09ME08),0.9517982
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",41,(EI03EF09ME07),0.95170397
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,39,(EI03EF09ME05),1.0
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,40,(EI03EF09ME06),0.9716542
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,36,(EI03EF09ME02),0.9715407
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,38,(EI03EF09ME04),0.96994126
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,34,(EI03EF09),0.96307385
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,37,(EI03EF09ME03),0.9621427
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,43,(EI03EF09ME09),0.9619539
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,42,(EI03EF09ME08),0.9590063
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,41,(EI03EF09ME07),0.9507259
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,40,(EI03EF09ME06),1.0000002
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,36,(EI03EF09ME02),0.9761815
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,38,(EI03EF09ME04),0.97502863
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,39,(EI03EF09ME05),0.9716542
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,43,(EI03EF09ME09),0.9672696
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,42,(EI03EF09ME08),0.96402335
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,37,(EI03EF09ME03),0.9621856
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,41,(EI03EF09ME07),0.95619214
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,34,(EI03EF09),0.95454895
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,41,(EI03EF09ME07),0.99999976
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,43,(EI03EF09ME09),0.9659862
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,37,(EI03EF09ME03),0.9583296
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,40,(EI03EF09ME06),0.95619214
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,38,(EI03EF09ME04),0.95170397
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,36,(EI03EF09ME02),0.95098007
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,39,(EI03EF09ME05),0.9507259
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",42,(EI03EF09ME08),0.9999999
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",40,(EI03EF09ME06),0.96402335
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",39,(EI03EF09ME05),0.9590063
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",36,(EI03EF09ME02),0.95760036
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",43,(EI03EF09ME09),0.95506394
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",38,(EI03EF09ME04),0.9517982
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,43,(EI03EF09ME09),0.9999999
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,38,(EI03EF09ME04),0.97085786
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,40,(EI03EF09ME06),0.9672696
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,36,(EI03EF09ME02),0.96691173
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,41,(EI03EF09ME07),0.9659862
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,39,(EI03EF09ME05),0.9619539
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,37,(EI03EF09ME03),0.9572147
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,42,(EI03EF09ME08),0.95506394
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",44,(EI03ET01),1.0000002
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",45,(EI03ET01),1.0000002
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",46,(EI03ET01),1.0000002
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",48,(EI03ET01ME2),0.9876468
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",47,(EI03ET01ME1P1),0.9709831
45,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",44,(EI03ET01),1.0000002
45,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",45,(EI03ET01),1.0000002
45,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",46,(EI03ET01),1.0000002
45,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",48,(EI03ET01ME2),0.9876468
45,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",47,(EI03ET01ME1P1),0.9709831
46,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",44,(EI03ET01),1.0000002
46,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",45,(EI03ET01),1.0000002
46,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",46,(EI03ET01),1.0000002
46,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",48,(EI03ET01ME2),0.9876468
46,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",47,(EI03ET01ME1P1),0.9709831
47,(EI03ET01ME1P1),"(EI03ET01ME1P1) Explorar e nomear as propriedades dos objetos: forma, cor, tamanho, espessura e textura.",47,(EI03ET01ME1P1),0.99999976
47,(EI03ET01ME1P1),"(EI03ET01ME1P1) Explorar e nomear as propriedades dos objetos: forma, cor, tamanho, espessura e textura.",44,(EI03ET01),0.9709831
47,(EI03ET01ME1P1),"(EI03ET01ME1P1) Explorar e nomear as propriedades dos objetos: forma, cor, tamanho, espessura e textura.",45,(EI03ET01),0.9709831
47,(EI03ET01ME1P1),"(EI03ET01ME1P1) Explorar e nomear as propriedades dos objetos: forma, cor, tamanho, espessura e textura.",46,(EI03ET01),0.9709831
