bncc_indice,bncc_codigo,bncc_objetivo,curriculo_indice,curriculo_codigo,similaridade
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",28,(EI03EF07),0.95839524
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",31,(EI03EF07ME03),0.94946885
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",110,(EI03EF07ME01),0.9313393
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",109,(EI03EF07),0.9026218
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",30,(EI03EF07ME02),0.88559496
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",237,(EI02EF07),0.82351977
29,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",238,(EI02EF07ME01),0.81590164
30,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",30,(EI03EF07ME02),1.0000004
30,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",109,(EI03EF07),0.90004253
30,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",28,(EI03EF07),0.8903823
30,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",31,(EI03EF07ME03),0.88805354
30,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",29,(EI03EF07ME01),0.88559496
30,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",110,(EI03EF07ME01),0.8840114
30,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",111,(EI03EF07ME02),0.83813477
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,31,(EI03EF07ME03),0.99999976
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,29,(EI03EF07ME01),0.94946885
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,28,(EI03EF07),0.9309473
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,30,(EI03EF07ME02),0.88805354
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,109,(EI03EF07),0.8709594
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,110,(EI03EF07ME01),0.8559873
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,238,(EI02EF07ME01),0.8102828
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,237,(EI02EF07),0.803844
31,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,112,(EI03EF07ME03),0.8023306
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",32,(EI03EF08),1.0
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",33,(EI03EF08 ME01),0.9574638
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",194,(EI02EF03),0.8334875
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",105,(EI03EF06),0.82065237
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",113,(EI03EF08),0.8166186
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",95,(EI03EF03ME01),0.81362766
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",106,(EI03EF06ME01),0.8093879
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",165,(EI01EF03),0.8083432
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",96,(EI03EF03ME02),0.8060248
32,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",108,(EI03EF06ME03),0.80562884
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",33,(EI03EF08 ME01),1.0000001
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",32,(EI03EF08),0.9574638
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",113,(EI03EF08),0.85242486
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",194,(EI02EF03),0.8339126
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",114,(EI03EF08ME01),0.83254755
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",105,(EI03EF06),0.8156357
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",239,(EI02EF08),0.81009436
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",106,(EI03EF06ME01),0.8071749
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",235,(EI02EF07ME01),0.80251884
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",108,(EI03EF06ME03),0.8019571
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",95,(EI03EF03ME01),0.80185986
33,(EI03EF08 ME01),"(EI03EF08 ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",236,(EI02EF06ME02),0.8014628
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",34,(EI03EF09),0.9999999
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",37,(EI03EF09ME03),0.9848016
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",39,(EI03EF09ME05),0.96307385
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",40,(EI03EF09ME06),0.95454895
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",41,(EI03EF09ME07),0.9499972
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",38,(EI03EF09ME04),0.94962144
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",36,(EI03EF09ME02),0.9493683
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",43,(EI03EF09ME09),0.9423562
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",35,(EI03EF09ME01),0.93353885
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",42,(EI03EF09ME08),0.93237233
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",115,(EI03EF09),0.8161407
34,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",116,(EI03EF09ME01),0.8113633
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",35,(EI03EF09ME01),1.0000001
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",40,(EI03EF09ME06),0.9454224
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",39,(EI03EF09ME05),0.9406748
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",34,(EI03EF09),0.93353885
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",36,(EI03EF09ME02),0.93024254
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",38,(EI03EF09ME04),0.9285786
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",37,(EI03EF09ME03),0.92195976
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",42,(EI03EF09ME08),0.92165744
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",43,(EI03EF09ME09),0.9202837
35,(EI03EF09ME01),"(EI03EF09ME01) Produzir textos coletivamente, tendo o professor como escriba, grafando em letra maiúscula de imprensa (letra bastão), ampliando as finalidades da escrita e identificando os destinatários dos textos.",41,(EI03EF09ME07),0.91942906
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",36,(EI03EF09ME02),1.0000001
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",40,(EI03EF09ME06),0.9761815
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",38,(EI03EF09ME04),0.9718976
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",39,(EI03EF09ME05),0.9715407
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",43,(EI03EF09ME09),0.96691173
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",42,(EI03EF09ME08),0.95760036
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",37,(EI03EF09ME03),0.9555335
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",41,(EI03EF09ME07),0.95098007
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",34,(EI03EF09),0.9493683
36,(EI03EF09ME02),"(EI03EF09ME02) Reconhecer o próprio nome escrito, identificando-o e escrevendo-o em situações cotidianas.",35,(EI03EF09ME01),0.93024254
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,37,(EI03EF09ME03),0.99999964
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,34,(EI03EF09),0.9848016
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,38,(EI03EF09ME04),0.9632485
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,40,(EI03EF09ME06),0.9621856
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,39,(EI03EF09ME05),0.9621427
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,41,(EI03EF09ME07),0.9583296
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,43,(EI03EF09ME09),0.9572147
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,36,(EI03EF09ME02),0.9555335
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,42,(EI03EF09ME08),0.9387955
37,(EI03EF09ME03),(EI03EF09ME03) Levantar hipóteses em relação à linguagem escrita por meio da escrita espontânea.,35,(EI03EF09ME01),0.92195976
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",38,(EI03EF09ME04),1.0000004
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",40,(EI03EF09ME06),0.97502863
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",36,(EI03EF09ME02),0.9718976
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",43,(EI03EF09ME09),0.97085786
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",39,(EI03EF09ME05),0.96994126
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",37,(EI03EF09ME03),0.9632485
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",42,(EI03EF09ME08),0.9517982
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",41,(EI03EF09ME07),0.95170397
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",34,(EI03EF09),0.94962144
38,(EI03EF09ME04),"(EI03EF09ME04) Reconhecer letras do seu nome e dos colegas, escrevendo espontaneamente.",35,(EI03EF09ME01),0.9285786
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,39,(EI03EF09ME05),1.0
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,40,(EI03EF09ME06),0.9716542
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,36,(EI03EF09ME02),0.9715407
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,38,(EI03EF09ME04),0.96994126
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,34,(EI03EF09),0.96307385
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,37,(EI03EF09ME03),0.9621427
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,43,(EI03EF09ME09),0.9619539
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,42,(EI03EF09ME08),0.9590063
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,41,(EI03EF09ME07),0.9507259
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,35,(EI03EF09ME01),0.9406748
39,(EI03EF09ME05),(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,116,(EI03EF09ME01),0.80300474
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,40,(EI03EF09ME06),1.0000002
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,36,(EI03EF09ME02),0.9761815
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,38,(EI03EF09ME04),0.97502863
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,39,(EI03EF09ME05),0.9716542
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,43,(EI03EF09ME09),0.9672696
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,42,(EI03EF09ME08),0.96402335
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,37,(EI03EF09ME03),0.9621856
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,41,(EI03EF09ME07),0.95619214
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,34,(EI03EF09),0.95454895
40,(EI03EF09ME06),(EI03EF09ME06) Identificar palavras conhecidas em diferentes contextos. Identificar início e final do texto. ,35,(EI03EF09ME01),0.9454224
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,41,(EI03EF09ME07),0.99999976
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,43,(EI03EF09ME09),0.9659862
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,37,(EI03EF09ME03),0.9583296
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,40,(EI03EF09ME06),0.95619214
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,38,(EI03EF09ME04),0.95170397
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,36,(EI03EF09ME02),0.95098007
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,39,(EI03EF09ME05),0.9507259
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,34,(EI03EF09),0.9499972
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,42,(EI03EF09ME08),0.9354658
41,(EI03EF09ME07),(EI03EF09ME07) Identificar localização do título nos textos e livros. ,35,(EI03EF09ME01),0.91942906
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",42,(EI03EF09ME08),0.9999999
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",40,(EI03EF09ME06),0.96402335
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",39,(EI03EF09ME05),0.9590063
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",36,(EI03EF09ME02),0.95760036
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",43,(EI03EF09ME09),0.95506394
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",38,(EI03EF09ME04),0.9517982
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",37,(EI03EF09ME03),0.9387955
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",41,(EI03EF09ME07),0.9354658
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",34,(EI03EF09),0.93237233
42,(EI03EF09ME08),"(EI03EF09ME08) Analisar fonética e graficamente as palavras (número de letras⁄ sílabas, letra inicial⁄ final).",35,(EI03EF09ME01),0.92165744
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,43,(EI03EF09ME09),0.9999999
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,38,(EI03EF09ME04),0.97085786
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,40,(EI03EF09ME06),0.9672696
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,36,(EI03EF09ME02),0.96691173
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,41,(EI03EF09ME07),0.9659862
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,39,(EI03EF09ME05),0.9619539
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,37,(EI03EF09ME03),0.9572147
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,42,(EI03EF09ME08),0.95506394
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,34,(EI03EF09),0.9423562
43,(EI03EF09ME09),(EI03EF09ME09) Identificar e nomear várias letras do alfabeto. ,35,(EI03EF09ME01),0.9202837
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",44,(EI03ET01),1.0000002
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",45,(EI03ET01),1.0000002
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",46,(EI03ET01),1.0000002
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",48,(EI03ET01ME2),0.9876468
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",47,(EI03ET01ME1P1),0.9709831
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",246,(EI02ET01ME02),0.9059235
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",123,(EI03ET01),0.8851421
44,(EI03ET01),"(EI03ET01) Estabelecer relações de comparação entre objetos, observando suas propriedades.",245,(EI02ET01ME01),0.8799726
